 ceap_07010101             SWAT+ Mar 4 2024        MODULAR Rev 2024.61.0                                  
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor      n_tot          p_tot         dep_bf        velav_bf        
                                                                   m^3/s           m^3/s           m^3/s           m^3/s           tons           tons           tons           tons           tons           tons           tons           tons              m              m            m/m              m              m              m             mm              mm              mm            tons       kg_N           kg_P            m/s             m/s        
   365    12    31  2018     324       1  m_1_324              0.3111E-01     0.1065E-01     0.3111E-01     0.3111E-01     0.4614E+01     0.4624E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9807E-02     0.0000E+00     0.5789E+01     0.1085E+01     0.1000E-04     0.0000E+00     0.3781E-03     0.0000E+00     0.1142E+03     0.3909E+02     0.1142E+03     0.2585E-02     0.2092E+01     0.3473E+00     0.1085E+01     0.3503E+01
   365    12    31  2018     325       1  m_1_325              0.1186E+00     0.6535E-01     0.1186E+00     0.1186E+00     0.3948E+01     0.4330E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3812E+00     0.0000E+00     0.6576E+01     0.1259E+01     0.1000E-04     0.0000E+00     0.3319E-01     0.0000E+00     0.1887E+03     0.1040E+03     0.1887E+03     0.1953E-03     0.7819E+01     0.5574E+00     0.1259E+01     0.5103E+01
   365    12    31  2018     326       1  t_2_326              0.7269E-03     0.5195E-03     0.7217E-03     0.7269E-03     0.1629E+00     0.1629E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1109E+02     0.1342E+01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.1114E+00     0.7961E-01     0.1106E+00     0.2928E-02     0.6587E-01     0.6712E-02     0.1342E+01     0.9481E+01
   365    12    31  2018     327       1  m_1_327              0.2037E-01     0.4410E-03     0.2036E-01     0.2037E-01     0.4558E+01     0.4558E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5801E+01     0.1090E+01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.7540E+02     0.1632E+01     0.7536E+02     0.1098E-01     0.8801E+00     0.3439E+00     0.1090E+01     0.3539E+01
   365    12    31  2018     328       1  m_2_328              0.1023E+01     0.6248E-03     0.1023E+01     0.1023E+01     0.2550E+03     0.2550E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.1240E+03     0.0000E+00     0.0000E+00     0.1118E+02     0.5626E+01     0.9935E-03     0.2319E+00     0.0000E+00     0.0000E+00     0.1449E+03     0.8851E-01     0.1449E+03     0.1767E+00     0.3012E+02     0.4723E+01     0.3728E+01     0.5957E+03
   365    12    31  2018     329       1  m_1_329              0.3209E-01     0.5241E-04     0.3208E-01     0.3209E-01     0.3104E+01     0.3104E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6009E+01     0.1100E+01     0.7677E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1052E+03     0.1719E+00     0.1052E+03     0.3654E-02     0.1065E+01     0.3451E+00     0.1100E+01     0.3258E+02
   365    12    31  2018     330       1  m_1_330              0.1126E-01     0.2227E-02     0.1126E-01     0.1126E-01     0.6841E+01     0.6841E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5732E+01     0.1146E+01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.6045E+02     0.1196E+02     0.6044E+02     0.4673E-02     0.8716E+00     0.2918E+00     0.1146E+01     0.3813E+01
   365    12    31  2018     331       1  m_1_331              0.3641E-01     0.4534E-03     0.3638E-01     0.3641E-01     0.6147E+01     0.6147E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6019E+01     0.1330E+01     0.4991E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.9435E+02     0.1175E+01     0.9428E+02     0.1951E-01     0.1414E+01     0.4718E+00     0.1330E+01     0.3637E+02
   365    12    31  2018     332       1  m_1_332              0.1384E-01     0.2737E-02     0.1383E-01     0.1384E-01     0.3190E+01     0.3190E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5738E+01     0.1145E+01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.7386E+02     0.1461E+02     0.7384E+02     0.2432E-02     0.6118E+00     0.2458E+00     0.1145E+01     0.3808E+01
   365    12    31  2018     333       1  m_1_333              0.1231E+00     0.3306E-02     0.1231E+00     0.1231E+00     0.5339E+01     0.5339E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6437E+01     0.1215E+01     0.2188E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1880E+03     0.5047E+01     0.1879E+03     0.4362E-02     0.8238E+01     0.5994E+00     0.1215E+01     0.2202E+02
   365    12    31  2018     334       1  t_1_334              0.5172E-01     0.3371E-02     0.5172E-01     0.5172E-01     0.1362E+02     0.1362E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.3829E+01     0.0000E+00     0.0000E+00     0.5620E+01     0.1320E+02     0.1768E-02     0.6371E+00     0.0000E+00     0.0000E+00     0.1535E+03     0.1000E+02     0.1535E+03     0.6963E-02     0.5752E+01     0.5252E+00     0.7604E+01     0.2183E+04
   365    12    31  2018     335       1  m_1_335              0.4644E-01     0.2323E-02     0.4644E-01     0.4644E-01     0.9229E+01     0.9229E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5598E+01     0.1051E+01     0.5933E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.8177E+02     0.4090E+01     0.8177E+02     0.1045E-02     0.1625E+01     0.6713E+00     0.1051E+01     0.7835E+02
   365    12    31  2018     336       1  m_1_336              0.2729E-01     0.1581E-01     0.2729E-01     0.2828E-01     0.9446E+00     0.1021E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7648E-01     0.0000E+00     0.5332E+01     0.1010E+01     0.1000E-04     0.0000E+00     0.2326E-02     0.0000E+00     0.2250E+03     0.1304E+03     0.2250E+03     0.8920E-03     0.2035E+01     0.1540E+00     0.1010E+01     0.2866E+01
   365    12    31  2018     337       1  t_1_337              0.1103E+00     0.4695E-03     0.1103E+00     0.1103E+00     0.7587E+01     0.1389E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6299E+01     0.0000E+00     0.6947E+01     0.9703E+00     0.3616E-04     0.0000E+00     0.3731E-01     0.0000E+00     0.1409E+03     0.5994E+00     0.1409E+03     0.1262E-01     0.4766E+01     0.1185E+01     0.9703E+00     0.6595E+01
   365    12    31  2018     338       1  t_1_338              0.7056E-01     0.4842E-01     0.7056E-01     0.7056E-01     0.8441E+00     0.8441E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1569E+03     0.0000E+00     0.0000E+00     0.5380E+01     0.8846E+02     0.8753E-02     0.4604E+01     0.0000E+00     0.0000E+00     0.5227E+03     0.3587E+03     0.5227E+03     0.4996E-03     0.4775E+01     0.1572E+00     0.4615E+02     0.4030E+06
   365    12    31  2018     339       1  m_3_339              0.1409E+01     0.4999E-02     0.1409E+01     0.1409E+01     0.5062E+03     0.5018E+03     0.0000E+00     0.0000E+00     0.7887E+02     0.0000E+00     0.7452E+02     0.0000E+00     0.1426E+02     0.1359E+01     0.1000E-04     0.0000E+00     0.4867E+00     0.0000E+00     0.1478E+03     0.5245E+00     0.1478E+03     0.6710E-01     0.2982E+02     0.7333E+01     0.1359E+01     0.1244E+02
   365    12    31  2018     340       1  t_1_340              0.2130E-01     0.6613E-02     0.2130E-01     0.2763E-01     0.1212E+01     0.1212E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.2324E+00     0.0000E+00     0.0000E+00     0.5602E+01     0.1151E+01     0.1486E-02     0.4715E-02     0.0000E+00     0.0000E+00     0.2353E+03     0.7303E+02     0.2352E+03     0.1414E-02     0.1645E+01     0.1504E+00     0.1108E+01     0.4294E+02
   365    12    31  2018     341       1  t_1_341              0.2106E-01     0.7296E-03     0.2105E-01     0.2266E-01     0.5736E+00     0.5736E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3355E+00     0.0000E+00     0.0000E+00     0.5676E+01     0.1613E+01     0.1841E-02     0.3241E-01     0.0000E+00     0.0000E+00     0.1821E+03     0.6308E+01     0.1820E+03     0.1038E-02     0.6962E+00     0.1252E+00     0.1315E+01     0.6563E+02
   365    12    31  2018     342       1  t_1_342              0.1938E-01     0.1713E-02     0.1936E-01     0.1938E-01     0.4202E+01     0.4202E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.8103E-01     0.0000E+00     0.0000E+00     0.5677E+01     0.1044E+01     0.2311E-02     0.4798E-03     0.0000E+00     0.0000E+00     0.6188E+02     0.5467E+01     0.6180E+02     0.1144E-01     0.1889E+01     0.5203E+00     0.1042E+01     0.4881E+02
   365    12    31  2018     343       1  m_3_343              0.1385E+01     0.1644E-02     0.1385E+01     0.1385E+01     0.4210E+03     0.1023E+04     0.0000E+00     0.0000E+00     0.2005E+02     0.0000E+00     0.6217E+03     0.0000E+00     0.1438E+02     0.1360E+01     0.2138E-04     0.0000E+00     0.6904E+00     0.0000E+00     0.1463E+03     0.1737E+00     0.1463E+03     0.6997E+00     0.4320E+02     0.8027E+01     0.1360E+01     0.1836E+02
   365    12    31  2018     344       1  m_3_344              0.1415E+01     0.6042E-02     0.1415E+01     0.1415E+01     0.5019E+03     0.4908E+03     0.0000E+00     0.0000E+00     0.1921E+02     0.0000E+00     0.8159E+01     0.0000E+00     0.1426E+02     0.1359E+01     0.1000E-04     0.0000E+00     0.4829E+00     0.0000E+00     0.1484E+03     0.6339E+00     0.1484E+03     0.7367E-02     0.3029E+02     0.7334E+01     0.1359E+01     0.1244E+02
   365    12    31  2018     345       1  m_3_345              0.1387E+01     0.4170E-05     0.1387E+01     0.1387E+01     0.1023E+04     0.1023E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1414E+02     0.1281E+01     0.6340E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1460E+03     0.4391E-03     0.1460E+03     0.1090E+00     0.4340E+02     0.8076E+01     0.1281E+01     0.8900E+02
   365    12    31  2018     346       1  m_2_346              0.1086E+00     0.2662E-02     0.1086E+00     0.1086E+00     0.1658E+02     0.1658E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6197E+01     0.1366E+01     0.1478E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1675E+03     0.4109E+01     0.1675E+03     0.5290E-02     0.5523E+01     0.8972E+00     0.1366E+01     0.2130E+02
   365    12    31  2018     347       1  t_1_347              0.7443E-01     0.2893E-02     0.7442E-01     0.7443E-01     0.1080E+01     0.1080E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.4451E+01     0.0000E+00     0.0000E+00     0.5946E+01     0.3420E+01     0.1145E-02     0.1228E+00     0.0000E+00     0.0000E+00     0.4887E+03     0.1899E+02     0.4887E+03     0.1188E-02     0.5097E+01     0.1859E+00     0.2391E+01     0.1626E+03
   365    12    31  2018     348       1  m_2_348              0.1063E+01     0.6399E-02     0.1063E+01     0.1063E+01     0.1348E+03     0.1823E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.1599E+00     0.4750E+02     0.0000E+00     0.1130E+02     0.1348E+01     0.1559E-03     0.1495E-02     0.2360E+00     0.0000E+00     0.1411E+03     0.8496E+00     0.1411E+03     0.3504E-01     0.2484E+02     0.5175E+01     0.1333E+01     0.3775E+02
   365    12    31  2018     349       1  t_1_349              0.1900E-01     0.8925E-05     0.1900E-01     0.2434E-01     0.2538E+00     0.2538E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9801E+01     0.0000E+00     0.0000E+00     0.5312E+01     0.1096E+02     0.4871E-02     0.5282E+00     0.0000E+00     0.0000E+00     0.2064E+03     0.9694E-01     0.2064E+03     0.1011E-03     0.4992E+00     0.8601E-01     0.6583E+01     0.2413E+04
   365    12    31  2018     350       1  m_1_350              0.3259E-01     0.2667E-02     0.3258E-01     0.3259E-01     0.1649E+01     0.1649E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5232E+01     0.1054E+01     0.8069E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1940E+03     0.1588E+02     0.1940E+03     0.2197E-02     0.2509E+01     0.2315E+00     0.1054E+01     0.2719E+02
   365    12    31  2018     351       1  m_2_351              0.9689E-01     0.2174E-01     0.9687E-01     0.9689E-01     0.2805E+01     0.7827E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5022E+01     0.0000E+00     0.5919E+01     0.1293E+01     0.1000E-04     0.0000E+00     0.3533E-01     0.0000E+00     0.1888E+03     0.4236E+02     0.1887E+03     0.4272E-02     0.4425E+01     0.6737E+00     0.1293E+01     0.4826E+01
   365    12    31  2018     352       1  m_2_352              0.1119E+00     0.1918E-03     0.1119E+00     0.1119E+00     0.2055E+02     0.2710E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6551E+01     0.0000E+00     0.6169E+01     0.1410E+01     0.1000E-04     0.0000E+00     0.4362E-01     0.0000E+00     0.1658E+03     0.2841E+00     0.1658E+03     0.1060E-01     0.5817E+01     0.9422E+00     0.1410E+01     0.5828E+01
   365    12    31  2018     353       1  m_2_353              0.1149E+01     0.6265E-02     0.1149E+01     0.1149E+01     0.1849E+03     0.3768E+03     0.0000E+00     0.0000E+00     0.7085E+02     0.0000E+00     0.2628E+03     0.0000E+00     0.1143E+02     0.1330E+01     0.1000E-04     0.0000E+00     0.4488E+00     0.0000E+00     0.1476E+03     0.8044E+00     0.1475E+03     0.2177E+00     0.3106E+02     0.5534E+01     0.1330E+01     0.9633E+01
   365    12    31  2018     354       1  m_1_354              0.7383E-02     0.3124E-04     0.7363E-02     0.1028E-01     0.3628E+00     0.3628E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5378E+01     0.1012E+01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.8983E+02     0.3800E+00     0.8958E+02     0.9596E-03     0.1998E+00     0.8909E-01     0.1012E+01     0.2902E+01
   365    12    31  2018     355       1  m_2_355              0.1049E+00     0.1463E-02     0.1048E+00     0.1049E+00     0.9401E+01     0.1630E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6895E+01     0.0000E+00     0.6148E+01     0.1363E+01     0.1000E-04     0.0000E+00     0.1327E+00     0.0000E+00     0.1667E+03     0.2325E+01     0.1666E+03     0.1546E-01     0.5204E+01     0.8663E+00     0.1363E+01     0.5478E+01
   365    12    31  2018     356       1  t_1_356              0.3410E-01     0.1930E-02     0.3407E-01     0.3410E-01     0.7650E+01     0.7650E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.2752E+02     0.0000E+00     0.0000E+00     0.5953E+01     0.1809E+02     0.2045E-02     0.8985E+00     0.0000E+00     0.0000E+00     0.5979E+02     0.3384E+01     0.5975E+02     0.1764E-01     0.3352E+01     0.9473E+00     0.8468E+01     0.3549E+04
   365    12    31  2018     357       1  m_1_357              0.9275E-02     0.1912E-02     0.9274E-02     0.1291E-01     0.3741E+00     0.4200E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4586E-01     0.0000E+00     0.3775E+01     0.3675E+00     0.1000E-04     0.0000E+00     0.2818E-01     0.0000E+00     0.1128E+03     0.2326E+02     0.1128E+03     0.3775E-04     0.3341E+00     0.8909E-01     0.3675E+00     0.3724E+00
   365    12    31  2018     358       1  t_1_358              0.9533E-01     0.6105E-01     0.9532E-01     0.9533E-01     0.7653E+01     0.8315E+01     0.0000E+00     0.0000E+00     0.1276E+00     0.0000E+00     0.7899E+00     0.0000E+00     0.6550E+01     0.1013E+01     0.1000E-04     0.0000E+00     0.3542E-01     0.0000E+00     0.1661E+03     0.1063E+03     0.1661E+03     0.3040E-02     0.7338E+01     0.9535E+00     0.1013E+01     0.3517E+01
   365    12    31  2018     359       1  t_1_359              0.9820E-01     0.4319E-02     0.9820E-01     0.9820E-01     0.4189E+01     0.4806E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6170E+00     0.0000E+00     0.6509E+01     0.1024E+01     0.1000E-04     0.0000E+00     0.9966E-01     0.0000E+00     0.1704E+03     0.7492E+01     0.1704E+03     0.1615E-02     0.3535E+01     0.8412E+00     0.1024E+01     0.3560E+01
   365    12    31  2018     360       1  m_2_360              0.1112E+00     0.1658E-02     0.1112E+00     0.1112E+00     0.1683E+02     0.2040E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3572E+01     0.0000E+00     0.6173E+01     0.1402E+01     0.1000E-04     0.0000E+00     0.1400E+00     0.0000E+00     0.1671E+03     0.2492E+01     0.1671E+03     0.8502E-02     0.5737E+01     0.9259E+00     0.1402E+01     0.5775E+01
   365    12    31  2018     361       1  t_1_361              0.1117E-01     0.9586E-02     0.1117E-01     0.2959E-01     0.3778E+00     0.3778E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6340E+01     0.0000E+00     0.0000E+00     0.4532E+01     0.2367E+02     0.5369E-02     0.1194E+01     0.0000E+00     0.0000E+00     0.3967E+03     0.3403E+03     0.3966E+03     0.2287E-03     0.7707E+00     0.4679E-01     0.1252E+02     0.1164E+05
   365    12    31  2018     362       1  m_1_362              0.4189E-01     0.9734E-02     0.4189E-01     0.4189E-01     0.8278E+00     0.8278E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3743E+01     0.0000E+00     0.0000E+00     0.4796E+01     0.1145E+02     0.3986E-02     0.5551E+00     0.0000E+00     0.0000E+00     0.2462E+03     0.5722E+02     0.2462E+03     0.5822E-04     0.1824E+01     0.2076E+00     0.6227E+01     0.2034E+04
   365    12    31  2018     363       1  t_1_363              0.3247E-01     0.1306E-01     0.3247E-01     0.3247E-01     0.4171E+01     0.4171E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6053E+01     0.1153E+01     0.4580E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1034E+03     0.4159E+02     0.1034E+03     0.7077E-03     0.2665E+01     0.5216E+00     0.1153E+01     0.2748E+02
   365    12    31  2018     364       1  m_1_364              0.7651E-02     0.3309E-02     0.7647E-02     0.1116E-01     0.1032E+01     0.1032E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5278E+01     0.1024E+01     0.7134E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.9940E+02     0.4299E+02     0.9935E+02     0.1225E-02     0.6282E+00     0.1279E+00     0.1024E+01     0.2455E+02
   365    12    31  2018     365       1  m_2_365              0.1890E+00     0.3853E-03     0.1890E+00     0.1890E+00     0.1937E+02     0.1937E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8443E+01     0.1251E+01     0.1005E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1209E+03     0.2465E+00     0.1209E+03     0.1636E-01     0.5483E+01     0.1080E+01     0.1251E+01     0.2043E+02
   365    12    31  2018     366       1  t_1_366              0.1957E-02     0.1164E-05     0.1949E-02     0.3963E-02     0.4632E+01     0.4632E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5384E+01     0.1064E+01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.4202E+02     0.2499E-01     0.4184E+02     0.2364E-01     0.1634E+00     0.7445E-01     0.1064E+01     0.3159E+01
   365    12    31  2018     367       1  m_2_367              0.2118E+00     0.4609E-02     0.2118E+00     0.2118E+00     0.1293E+02     0.1496E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2037E+01     0.0000E+00     0.8541E+01     0.1251E+01     0.1000E-04     0.0000E+00     0.2331E-01     0.0000E+00     0.1244E+03     0.2706E+01     0.1244E+03     0.8968E-02     0.5140E+01     0.1191E+01     0.1251E+01     0.6517E+01
   365    12    31  2018     368       1  m_1_368              0.7031E-02     0.4633E-02     0.7010E-02     0.1253E-01     0.5540E+01     0.5540E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5423E+01     0.1083E+01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.1228E+03     0.8088E+02     0.1224E+03     0.1887E-01     0.7313E+00     0.9110E-01     0.1083E+01     0.3279E+01
   365    12    31  2018     369       1  t_1_369              0.4079E-01     0.1281E-02     0.4037E-01     0.4079E-01     0.8778E+02     0.1160E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2826E+02     0.0000E+00     0.6630E+01     0.1128E+01     0.1000E-04     0.0000E+00     0.2751E-01     0.0000E+00     0.4593E+02     0.1442E+01     0.4545E+02     0.2191E+01     0.3297E+01     0.1400E+01     0.1128E+01     0.4273E+01
   365    12    31  2018     370       1  m_2_370              0.1938E+00     0.4558E-02     0.1938E+00     0.1938E+00     0.1995E+02     0.1995E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8396E+01     0.1197E+01     0.7285E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1236E+03     0.2907E+01     0.1236E+03     0.2835E-02     0.6018E+01     0.1088E+01     0.1197E+01     0.5081E+02
   365    12    31  2018     371       1  t_1_371              0.4613E-01     0.2881E-02     0.4603E-01     0.4613E-01     0.1166E+03     0.1408E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2413E+02     0.0000E+00     0.7190E+01     0.1194E+01     0.1000E-04     0.0000E+00     0.4739E-01     0.0000E+00     0.4821E+02     0.3011E+01     0.4811E+02     0.6178E+00     0.3794E+01     0.1504E+01     0.1194E+01     0.5086E+01
   365    12    31  2018     372       1  m_2_372              0.1501E+00     0.1119E-01     0.1501E+00     0.1501E+00     0.2735E+02     0.2735E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.6152E+03     0.0000E+00     0.0000E+00     0.7837E+01     0.3134E+02     0.3543E-02     0.1591E+01     0.0000E+00     0.0000E+00     0.1072E+03     0.7993E+01     0.1072E+03     0.5232E-01     0.7164E+01     0.9562E+00     0.1978E+02     0.2782E+05
   365    12    31  2018     373       1  m_2_373              0.2170E+00     0.1643E-05     0.2170E+00     0.2170E+00     0.2733E+02     0.2733E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8566E+01     0.1196E+01     0.1036E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1188E+03     0.8989E-03     0.1188E+03     0.2616E-01     0.5643E+01     0.1392E+01     0.1196E+01     0.6172E+02
   365    12    31  2018     374       1  m_2_374              0.1358E+00     0.4825E-02     0.1358E+00     0.1358E+00     0.1987E+02     0.1987E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8108E+01     0.1249E+01     0.7042E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.1025E+03     0.3643E+01     0.1025E+03     0.4260E-02     0.5681E+01     0.8361E+00     0.1249E+01     0.1638E+02
   365    12    31  2018     375       1  m_2_375              0.1292E+00     0.1970E-01     0.1292E+00     0.1292E+00     0.1578E+02     0.1578E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7853E+01     0.1171E+01     0.1286E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1007E+03     0.1536E+02     0.1007E+03     0.1352E-01     0.5039E+01     0.7690E+00     0.1171E+01     0.6086E+02
   365    12    31  2018     376       1  m_2_376              0.1839E+00     0.7886E-05     0.1839E+00     0.1839E+00     0.2483E+02     0.3277E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7944E+01     0.0000E+00     0.8328E+01     0.1224E+01     0.1000E-04     0.0000E+00     0.1932E+00     0.0000E+00     0.1239E+03     0.5314E-02     0.1239E+03     0.4956E-01     0.7580E+01     0.1036E+01     0.1224E+01     0.6124E+01
   365    12    31  2018     377       1  m_2_377              0.2603E+00     0.1216E-02     0.2603E+00     0.2603E+00     0.3384E+02     0.3620E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2354E+01     0.0000E+00     0.8673E+01     0.1276E+01     0.1000E-04     0.0000E+00     0.1281E+00     0.0000E+00     0.1281E+03     0.5983E+00     0.1281E+03     0.2530E-01     0.7737E+01     0.1649E+01     0.1276E+01     0.6840E+01
   365    12    31  2018     378       1  m_2_378              0.1025E+00     0.1235E-02     0.1025E+00     0.1025E+00     0.5035E+02     0.5149E+02     0.0000E+00     0.0000E+00     0.2860E+00     0.0000E+00     0.1431E+01     0.0000E+00     0.8014E+01     0.1231E+01     0.1000E-04     0.0000E+00     0.5028E-01     0.0000E+00     0.8398E+02     0.1012E+01     0.8398E+02     0.1249E-01     0.5146E+01     0.7837E+00     0.1231E+01     0.5954E+01
   365    12    31  2018     379       1  t_1_379              0.7077E-02     0.2269E-02     0.7023E-02     0.7675E-02     0.1139E+02     0.1139E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5345E+01     0.1132E+01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.6181E+02     0.1982E+02     0.6134E+02     0.1061E+00     0.6036E+00     0.1821E+00     0.1132E+01     0.3487E+01
   365    12    31  2018     380       1  t_1_380              0.9247E-02     0.9154E-03     0.9182E-02     0.9247E-02     0.1973E+02     0.1973E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5829E+01     0.9834E+00     0.1293E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.4660E+02     0.4614E+01     0.4628E+02     0.2314E+00     0.7685E+00     0.3157E+00     0.9834E+00     0.3396E+01
   365    12    31  2018     381       1  m_2_381              0.1012E+00     0.5527E-03     0.1012E+00     0.1012E+00     0.5034E+02     0.5034E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.4773E+02     0.0000E+00     0.0000E+00     0.7587E+01     0.2559E+02     0.4747E-02     0.1293E+01     0.0000E+00     0.0000E+00     0.8299E+02     0.4531E+00     0.8299E+02     0.1588E-01     0.5027E+01     0.7826E+00     0.1630E+02     0.1966E+05
   365    12    31  2018     382       1  m_2_382              0.2045E+00     0.8019E-02     0.2045E+00     0.2045E+00     0.1507E+02     0.1507E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8407E+01     0.1206E+01     0.8094E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1265E+03     0.4960E+01     0.1265E+03     0.4242E-02     0.5517E+01     0.1112E+01     0.1206E+01     0.5431E+02
   365    12    31  2018     383       1  m_2_383              0.1829E+00     0.3257E-01     0.1829E+00     0.1829E+00     0.1906E+02     0.2245E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3393E+01     0.0000E+00     0.8371E+01     0.1221E+01     0.1000E-04     0.0000E+00     0.5225E-01     0.0000E+00     0.1252E+03     0.2230E+02     0.1252E+03     0.1179E-01     0.7467E+01     0.9976E+00     0.1221E+01     0.6136E+01
